"","ID","Name","Genes","Length"
"1362",3056,"Microprocessor complex","DGCR8;DROSHA",2
"1363",3057,"ITGA10-ITGB1 complex","ITGA10;ITGB1",2
"1364",3058,"ITGA11-ITGB1 complex","ITGB1;ITGA11",2
"1365",3059,"ITGA11-ITGB1-COL1A1 complex","COL1A1;ITGB1;ITGA11",3
"1366",3060,"RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying","CCNC;POLR2A;GTF2F1;CDK8;SMARCA2;SMARCB1;MED21",7
"1367",3061,"RNA polymerase II complex (CBP, PCAF, RPB1, BAF47, CYCC, CDK8), chromatin structure modifying","CCNC;POLR2A;CDK8;SMARCB1;CREBBP;KAT2B",6
"1368",3062,"RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying","POLR2A;SMARCB1;CREBBP;KAT2B",4
"1369",3063,"Brg1-associated complex II","ARID1A;PRMT5;ACTL6A;SMARCA4;SMARCB1;SMARCC2;SMARCC1",7
"1370",3064,"RNA polymerase II complex, chromatin structure modifying","TBP;CCNC;POLR2A;GTF2E1;GTF2H1;GTF2F1;CDK8;SMARCA2;GTF2B;SMARCB1;MED21;DRAP1;PCSK4;SMARCC2;SMARCC1;SMARCD1",16
"1371",3065,"RNA polymerase II complex, chromatin structure modifying","ACTL6A;CCNC;CDK8;SMARCB1;MED21;SMARCC2;SMARCC1;SMARCE1;SMARCD1",9
"1372",3066,"RNA polymerase II complex, chromatin structure modifying","ERCC3;CCNC;POLR2A;GTF2F1;CDK8;SMARCA2;SMARCA4;GTF2B;SMARCB1;MED21;GTF2H3;CREBBP;KAT2B",13
"1373",3067,"RNA polymerase II complex, (CDK8 complex), chromatin structure modifying","CCNC;GTF2F1;CDK8;CCNH;SMARCB1;MED21;SMARCC2;SMARCC1",8
"1374",3070,"CTF18-cohesion-RFC-POLH complex","CHTF8;RFC4;RFC2;RFC5;RFC3;CHTF18;DSCC1;POLH",8
"1375",3071,"CTLH complex","MAEA;ARMC8;RANBP9;RMND5A;MKLN1",5
"1376",3075,"UTX-MLL2/3 complex","KMT2D;KDM6A;WDR5;NCOA6;KDM6B;PPP6R3;PAXIP1;N4BP2;PROSER1;KMT2C;ASH2L;ZNF281",12
"1377",3078,"DGCR8-NCL complex","NCL;DGCR8",2
"1378",3079,"DGCR8-ILF3 complex","ILF3;DGCR8",2
"1379",3080,"ILF3-XPO5 complex","ILF3;XPO5",2
"1380",3081,"Microprocessor complex","DGCR8;DROSHA",2
"1381",3082,"DGCR8 multiprotein complex","HNRNPR;HSPA5;DDX5;NCL;HNRNPH1;FUS;HNRNPU;DHX9;ILF3;DGCR8;DDX17",11
"1382",3083,"FA core complex 1 (Fanconi anemia core complex 1)","FANCG;FANCA;FANCC;FANCE;FANCF",5
"1383",3084,"CCND1-CDK4 complex","CDK4;CCND1",2
"1384",3085,"CCND2-CDK4 complex","CDK4;CCND2",2
"1385",3086,"CCND3-CDK4 complex","CDK4;CCND3",2
"1386",3087,"CCND1-CDK6 complex","CCND1;CDK6",2
"1387",3088,"CCND2-CDK6 complex","CCND2;CDK6",2
"1388",3089,"CCND3-CDK6 complex","CCND3;CDK6",2
"1389",3092,"APP-TOM40 complex","TOMM40;APP",2
"1390",3093,"APP-TIM23 complex","TIMM23;APP",2
"1391",3096,"ITGA6-ITGB4-SHC1-GRB2 complex","ITGB4;ITGA6;SHC1;GRB2",4
"1392",3097,"TIM17A-TIM23 complex","TIMM23;TIMM17A",2
"1393",3098,"TIM50-SMN1 complex","SMN1; SMN2;TIMM50",3
"1394",3099,"TIM50-COIL complex","COIL;TIMM50",2
"1395",3102,"DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex","XRCC6;XRCC5;ADAR;PRKDC;HDLBP;DHX9",6
"1396",3103,"ITGAV-ITGB3-SLC3A2 complex","ITGB3;ITGAV;SLC3A2",3
"1397",3104,"ITGB1-NRP1 complex","NRP1;ITGB1",2
"1398",3110,"ITGAV-P2RY2-GNA12 complex","ITGAV;P2RY2;GNA12",3
"1399",3111,"ITGA9-ITGB1-SPP1 complex","ITGB1;SPP1;ITGA9",3
"1400",3112,"ITGA5-ITGB1-SPP1 complex","ITGB1;ITGA5;SPP1",3
"1401",3113,"RBPJ-NOTCH1-MAML1 complex","NOTCH1;RBPJ;MAML1",3
"1402",3115,"ITGA2B-ITGB3-ICAM4 complex","ITGB3;ITGA2B;ICAM4",3
"1403",3117,"ITGB5-ITGAV-VTN complex","VTN;ITGAV;ITGB5",3
"1404",3118,"SMN1-SIP1-SNRP complex","GEMIN2;SNRPB;SNRPE;SNRPD1;SNRPD2;SNRPD3;SMN1; SMN2",8
"1405",3120,"OCT1-OBF1-DNA-TLE1 complex","POU2F1;TLE1;POU2AF1",3
"1406",3121,"OCT2-TLE4 complex","POU2F2;TLE4",2
"1407",3122,"OCT1-OBF1-DNA complex","POU2F1;POU2AF1",2
"1408",3123,"TLE2 homodimer complex","TLE2",1
"1409",3124,"TLE1-TLE2 complex","TLE1;TLE2",2
"1410",3125,"TLE1 homodimer complex","TLE1",1
"1411",3127,"TLE-Histone H3 complex","HIST1H3A;;TLE1",2
"1412",3128,"Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)","PSEN1;APH1B;NCSTN;PSENEN",4
"1413",3129,"STAT6-p100-RHA complex","STAT6;DHX9;SND1",3
"1414",3132,"OCT1-OBF1-DNA complex","POU2F1;POU2AF1",2
"1415",3133,"Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)","PIK3R1;PIK3CA",2
"1416",3135,"TLE1 corepressor complex (MASH1 promoter-corepressor complex)","NPM1;PARP1;NCL;HSPA4;TOP2B;TLE1;NONO;RAD50",8
"1417",3137,"MASH1 promoter-coactivator complex","PARP1;SRC;POLR2A;HIST1H4A;;HIST1H3A;;HES1;NONO;CREBBP;KAT2B",9
"1418",3138,"POSH-AKT2 complex","AKT2;SH3RF1",2
"1419",3140,"CRLR-RAMP2 complex","RAMP2;CALCRL",2
"1420",3141,"CRLR-RAMP3 complex","RAMP3;CALCRL",2
"1421",3142,"CAMK2-delta-MASH1 promoter-coactivator complex","PARP1;SRC;POLR2A;CAMK2D;HES1;NONO;CREBBP;KAT2B",8
"1422",3144,"GRB2-SOS1 complex","GRB2;SOS1",2
"1423",3149,"NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex","TLE1;RBBP4;HDAC1;SIN3A;NKX3-1;HIPK2",6
"1424",3150,"NK-3-Groucho complex","TLE1;NKX3-1",2
"1425",3151,"Sulphiredoxin-peroxiredoxin complex","PRDX1;SRXN1",2
"1426",3153,"GNAQ-GEFT-RHOA complex","GNAQ;RHOA;ARHGEF25",3
"1427",3154,"Notch2(N-TM)-Notch2(N-EC)-Delta complex","DLL1;NOTCH2",2
"1428",3155,"TFC4-CTNNB1 complex","CTNNB1;TCF7L2",2
"1429",3156,"CBF1-HDAC1-SMRT complex","RBPJ;HDAC1;NCOR2",3
"1430",3157,"PR -PRLR complex","PRL;PRLR",2
"1431",3158,"RIAM-Rap1-GTP-profilin complex","PFN1;RAP1A;APBB1IP",3
"1432",3159,"RIAM-profilin complex","PFN1;APBB1IP",2
"1433",3160,"RIAM-VASP complex","VASP;APBB1IP",2
"1434",3161,"PRLR homodimer complex","PRLR",1
"1435",3162,"TF-FVIIa-FXa-TFPI complex","F10;F7;TFPI;F3",4
"1436",3164,"HESX1-TLE1 complex","TLE1;HESX1",2
"1437",3166,"AXIN1-APC-CTNNB1-GSK3B complex","AXIN1;APC;CTNNB1;GSK3B",4
"1438",3167,"NCOR-SIN3-HDAC-HESX1 complex","SIN3B;HDAC1;HDAC2;SIN3A;HESX1;NCOR2",6
"1439",3168,"DAXX-AXIN complex","AXIN1;DAXX",2
"1440",3170,"Daxx-Axin-p53 complex","AXIN1;TP53;DAXX",3
"1441",3172,"NUMB-TP53-MDM2 complex","TP53;NUMB;MDM2",3
"1442",3173,"CIN85 homotetramer complex","SH3KBP1",1
"1443",3174,"CIN85-BLNK complex","BLNK;SH3KBP1",2
"1444",3175,"CIN85-CBL complex","CBL;SH3KBP1",2
"1445",3176,"USP1-UAF1 complex","USP1;WDR48",2
"1446",3177,"GNA14-p115RhoGEF complex","GNA14;ARHGEF1",2
"1447",3181,"LMO4-CREB complex","CREB1;LMO4",2
"1448",3182,"FHL2 homodimer complex","FHL2",1
"1449",3183,"PDGFRA-SHP-2 complex, PDGF stimulated","PDGFRA;PTPN11",2
"1450",3184,"FHL3 homodimer complex","FHL3",1
"1451",3185,"ACT homodimer complex","FHL5",1
"1452",3186,"GRB2-SHP-2 complex, PDGF stimulated","GRB2;PTPN11",2
"1453",3187,"FHL2-FHL3 complex","FHL3;FHL2",2
"1454",3188,"FHL2-ACT complex","FHL2;FHL5",2
"1455",3189,"FHL2-CREB complex","CREB1;FHL2",2
"1456",3190,"FHL3-CREB complex","CREB1;FHL3",2
"1457",3191,"ACT-CREB complex","CREB1;FHL5",2
"1458",3196,"FHL4/STX11-ACT complex","STX11;FHL5",2
"1459",3197,"SMAD4-SNO-SKI complex","SKI;SKIL;SMAD4",3
"1460",3198,"SKI-SMAD2 complex","SKI;SMAD2",2
"1461",3199,"SKI-SMAD3 complex","SKI;SMAD3",2
"1462",3200,"SMAD4-SKI complex","SKI;SMAD4",2
"1463",3204,"SMAD2-SKI-NCOR complex","NCOR1;SKI;SMAD2",3
"1464",3205,"SMAD3-SKI-NCOR complex","NCOR1;SKI;SMAD3",3
"1465",3206,"SMAD4-SKI-NCOR complex","NCOR1;SKI;SMAD4",3
"1466",3207,"LIN2-LIN7-SAP97-MINT1 complex","LIN7A;CASK;APBA1;DLG1",4
"1467",3208,"LIN2-LIN7 complex","LIN7A;CASK",2
"1468",3209,"LIN2-SAP97 complex","CASK;DLG1",2
"1469",3213,"ULBP1-KLRK1-HCST complex","KLRK1;ULBP1;HCST",3
"1470",3229,"CDK9-IL6ST complex","IL6ST;CDK9",2
"1471",3231,"Eps15-stonin2 complex","EPS15;STON2",2
"1472",3233,"SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced","FOXH1;SMAD4;TGIF1;SMAD2",4
"1473",3234,"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced","FOXH1;SMAD4;HDAC1;TGIF1;SMAD2",5
"1474",3262,"SCAMP1-SCAMP2-SCAMP3 complex","SCAMP3;SCAMP1;SCAMP2",3
"1475",3263,"HERP1/HEY2-NCOR-SIN3A complex","HDAC1;SIN3A;HEY2;NCOR2",4
"1476",3269,"RB1-HDAC1-BRG1 complex","RB1;SMARCA4;HDAC1",3
"1477",3270,"Delta1 homodimer complex","DLL1",1
"1478",3271,"Gamma-secretase-Delta1 complex","DLL1;PSEN1;NCSTN;APH1A;PSENEN",5
"1479",3284,"SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)","GEMIN2;GEMIN4;SMN1; SMN2;GEMIN5;DDX20",6
"1480",3296,"SMN complex (GEMIN5,4,3), SMN-independent intermediate","GEMIN4;GEMIN5;DDX20",3
"1481",3297,"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate","GEMIN6;GEMIN7;STRAP",3
"1482",3298,"SMN complex (GEMIN2,5, SMN)","GEMIN2;SMN1; SMN2;GEMIN5",4
"1483",3335,"NIAP homotetramer complex","NAIP",1
"1484",3492,"BAX homo-oligomer complex","BAX",1
"1485",3522,"COG complex","COG7;COG2;COG1;COG3;COG8;COG4;COG5;COG6",8
"1486",3525,"Tetrameric COG subcomplex","COG7;COG8;COG5;COG6",4
"1487",3529,"COG5-COG6-COG7 subcomplex","COG7;COG5;COG6",3
"1488",3530,"Binary COG subcomplex","COG7;COG5",2
"1489",3532,"COG1-COG8 subcomplex","COG1;COG8",2
"1490",3544,"COG2-COG3-COG4 subcomplex","COG2;COG3;COG4",3
"1491",3545,"COG5-COG6-COG7 subcomplex","COG7;COG5;COG6",3
"1492",3551,"COG1-COG8-COG2-COG3-COG4 subcomplex","COG2;COG1;COG3;COG8;COG4",5
"1493",3552,"COG1-COG8-COG5-COG6-COG7 subcomplex","COG7;COG1;COG8;COG5;COG6",5
"1494",3556,"COG complex","COG7;COG2;COG1;COG3;COG8;COG4;COG5;COG6",8
"1495",3618,"GammaH2AFX-NDHII-Ku70-DNA complex","XRCC6;H2AFX;DHX9",3
"1496",3634,"NR3C2-UBC9-SRC-1 complex","NR3C2;UBE2I;NCOA1",3
"1497",3677,"RIN1-STAM2-HRS complex","HGS;STAM2;RIN1",3
"1498",3678,"RIN1-STAM2-EGFR complex, EGF stimulated","STAM2;EGFR;RIN1",3
"1499",3710,"CHL2-BMP2 complex","BMP2;CHRDL2",2
"1500",3711,"CHL2-BMP2-TSG complex","BMP2;CHRDL2;TWSG1",3
"1501",3714,"Pericentrin-GCP complex","PCNT;TUBGCP3;TUBGCP2",3
"1502",3729,"SKI-SMAD2 complex","SKI;SMAD2",2
"1503",3733,"SKI-SMAD3 complex","SKI;SMAD3",2
"1504",3739,"SKI-SMAD2-SMAD4  pentameric complex","SKI;SMAD4;SMAD2",3
"1505",3740,"SKI-SMAD3-SMAD4 complex","SKI;SMAD3;SMAD4",3
"1506",3749,"CREBBP-SMAD2 hexameric complex","SMAD2;CREBBP",2
"1507",3750,"CREBBP-SMAD3 hexameric complex","SMAD3;CREBBP",2
"1508",3753,"CREBBP-SMAD2-SMAD4 pentameric complex","SMAD4;SMAD2;CREBBP",3
"1509",3754,"CREBBP-SMAD3-SMAD4 pentameric complex","SMAD3;SMAD4;CREBBP",3
"1510",3828,"DRIP78-PHLP complex","PDCL;DNAJC14",2
"1511",3830,"ADRB2 homodimer complex","ADRB2",1
"1512",3847,"TCL1(trimer)-AKT1 complex","AKT1;TCL1A",2
"1513",3848,"TCL1(trimer)-AKT2 complex","AKT2;TCL1A",2
"1514",3849,"TCL1 homotrimer complex","TCL1A",1
"1515",3853,"Rb-HDAC1 complex","RB1;HDAC1",2
"1516",3900,"GABP(gamma)1-E2F1-DP1 complex","E2F1;TFDP1;GABPB2",3
"1517",3917,"Ternary complex (GATA4, SRF, MYOCD)","SRF;GATA4;MYOCD",3
"1518",3941,"RAB11FIP1-RAB11A complex","RAB11A;RAB11FIP1",2
"1519",3959,"SKI-SMAD3-SMAD4 complex, TGF(beta)-dependent","SKI;SMAD3;SMAD4",3
"1520",3961,"SMAD3-cSKI-SIN3A-HDAC1 complex","SKI;SMAD3;HDAC1;SIN3A",4
"1521",3972,"Ubiquitin E3 ligase (SMURF2, SMAD3) - SnoN complex, TGF(beta)-dependent","SKIL;SMAD3;SMURF2",3
"1522",3979,"mTORC2 complex","MTOR;RICTOR;MAPKAP1;MLST8",4
"1523",3980,"mTOR complex (MTOR, RAPTOR, MLST8)","MTOR;RPTOR;MLST8",3
"1524",3988,"ClpP complex, heptameric","CLPP",1
"1525",3991,"ClpX complex, hexameric","CLPX",1
"1526",3992,"ClpXP complex","CLPX;CLPP",2
"1527",4025,"ACTN1-PARVB complex","ACTN1;PARVB",2
"1528",4039,"PAR4-BACE1 complex","BACE1;PAWR",2
"1529",4043,"NEMO-HIF2(alpha)-ARNT complex","ARNT;EPAS1;IKBKG",3
"1530",4072,"Ubiquitin E3 ligase (CUL1, RBX1, SKP1)","RBX1;SKP1;CUL1",3
"1531",4081,"Ku antigen complex","XRCC6;XRCC5",2
"1532",4082,"XRCC6-XRCC5-WRN complex","XRCC6;XRCC5;WRN",3
"1533",4089,"SMAD6-HOXC8 complex","SMAD6;HOXC8",2
"1534",4090,"SMAD6-HOXA9 complex","SMAD6;HOXA9",2
"1535",4095,"CTNNAL1-CTNNB1 complex","CTNNB1;CTNNAL1",2
"1536",4096,"CTNNA1-CTNNB1 complex","CTNNA1;CTNNB1",2
"1537",4151,"TSC (TSC1, TSC2, AXIN, GSK3) complex","AXIN1;TSC2;GSK3B;TSC1",4
"1538",4158,"HSP90-FKBP38-CAM-Ca(2+) complex","HSP90AA1;CALM1; CAL;FKBP8",4
"1539",4200,"DNM1L-FIS1 complex","DNM1L;FIS1",2
"1540",4216,"HNRNPU-NR3C1 complex","NR3C1;HNRNPU",2
"1541",4389,"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)","EIF3G;EIF3B;EIF3I;EIF3A",4
"1542",4392,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)","EIF3G;EIF3B;EIF3I;EIF3A;EIF3C",5
"1543",4395,"EIF3 complex (EIF3B, EIF3G, EIF3I)","EIF3G;EIF3B;EIF3I",3
"1544",4399,"EIF3 complex (EIF3B, EIF3J, EIF3I)","EIF3J;EIF3B;EIF3I",3
"1545",4403,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)","EIF3G;EIF3J;EIF3B;EIF3I;EIF3A",5
"1546",4478,"CBF-DNA complex","NFYA;NFYB;NFYC",3
"1547",4498,"p32-CBF-DNA complex","NFYA;NFYB;C1QBP;NFYC",4
"1548",4869,"beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)","ADRB1;PRKAR2A;AKAP5;DLG1",4
"1549",4976,"SVIP-VCP-DERL1 complex","VCP;SVIP;DERL1",3
"1550",4977,"gp78-VCP-DERL1 complex","VCP;DERL1;AMFR",3
"1551",4997,"VCP-VIMP-DERL1 complex","VCP;VIMP;DERL1",3
"1552",4998,"VCP-VIMP-DERL2 complex","VCP;VIMP;DERL2",3
"1553",4999,"VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex","VCP;SYVN1;VIMP;DERL1;DERL2;SEL1L",6
"1554",5099,"RB1(hypophosphorylated)-E2F4 complex","RB1;E2F4",2
"1555",5100,"CyclinD3-CDK4-CDK6 complex","CDK4;CCND3;CDK6",3
"1556",5101,"CyclinD3-CDK4-CDK6-p21 complex","CDK4;CCND3;CDKN1A;CDK6",4
"1557",5107,"p34(SEI-1)-CDK4-CyclinD2 complex","CDK4;CCND2;SERTAD1",3
"1558",5117,"RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, SUV39H1, RBL2)","SUV39H1;DNMT1;RBL2;HDAC1;E2F5;E2F4",6
"1559",5118,"RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)","SUV39H1;RBL2;EP300;HDAC1;E2F5;E2F4",6
"1560",5143,"RB-E2F1 complex","RB1;E2F1",2
"1561",5144,"E2F1-p107-cyclinA complex","CCNA2;RBL1;E2F1",3
"1562",5146,"RB1-TFAP2A complex","TFAP2A;RB1",2
"1563",5153,"CTFC-TAF1 complex","CTCF;SET",2
"1564",5154,"CTCF-nucleophosmin complex","NPM1;CTCF",2
"1565",5159,"E2F4-p107-cyclinE complex","CCNE1;RBL1;E2F4",3
"1566",5160,"E2F4-p130 complex","RBL2;E2F4",2
"1567",5162,"ELK1-SRF-ELK3 complex","SRF;ELK1;ELK3",3
"1568",5165,"AP1G1-PACS1-FURIN complex","AP1G1;FURIN;PACS1",3
"1569",5171,"SH3KBP1-CBLB-EGFR complex","EGFR;CBLB;SH3KBP1",3
"1570",5176,"MGC1-DNA-PKcs-Ku complex","XRCC6;XRCC5;PRKDC;MDC1",4
"1571",5177,"Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)","ACTN1;CDH1;SRC;JUP;VCL;CTNNB1;PXN;BCAR1;PKD1;PTK2;TLN1",11
"1572",5178,"JAK2-PAFR-TYK2 complex","JAK2;PTAFR;TYK2",3
"1573",5179,"NCOA6-DNA-PK-Ku-PARP1 complex","PARP1;XRCC6;XRCC5;PRKDC;NCOA6",5
"1574",5182,"DNA-PK-Ku complex","XRCC6;XRCC5;PRKDC",3
"1575",5183,"DNA-PK-Ku-eIF2-NF90-NF45 complex","EIF2S1;XRCC6;XRCC5;EIF2S2;EIF2S3;PRKDC;ILF2;ILF3",8
"1576",5184,"SWI/SNF-related chromatin-remodeling complex","SMARCA2;MECP2;HDAC1;SMARCE1;SIN3A",5
"1577",5189,"YWHAQ-CALM1-CABIN1 complex","YWHAQ;CALM1; CAL;CABIN1",4
"1578",5190,"TIAM1-EFNB1-EPHA2 complex","EPHA2;EFNB1;TIAM1",3
"1579",5193,"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)","NFKBIE;KPNA3;CHUK;NFKB1;NFKBIA;NFKB2;RELB;RELA;REL;NFKBIB;TNIP2;IKBKG",12
"1580",5194,"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)","IKBKB;SEC16A;CHUK;USP2;NFKB2;RELA;REL;FBXW7;MAP3K14;IKBKG",10
"1581",5195,"PTIP-HMT complex","KDM6A;WDR5;NCOA6;KDM6B;PAXIP1;KMT2C;PAGR1;DPY30;ASH2L;KMT2B",10
"1582",5196,"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)","PPP6C;ANKRD28;CHUK;PPP6R2;SKP1;NFKB2;RELA;REL;CUL1;IKBKE;PPP6R1;BTRC",12
"1583",5197,"PTIP-DNA damage response complex","NBN;MRE11A;BLM;TP53BP1;PAXIP1;RAD50",6
"1584",5198,"CBP-RARA-RXRA-DNA complex, ligand stimulated","RARA;RXRA;CREBBP",3
"1585",5199,"Kinase maturation complex 1","HSP90AA1;HSP90AB1;YWHAQ;YWHAB;HSPA4;YWHAG;YWHAE;YWHAZ;YWHAH;MAP2K5;CDC37;TRAF7;MARK2;MAP3K3;PDRG1;PFDN2",16
"1586",5209,"Ubiquilin-proteasome complex","PSMA1;PSMA2;PSMA6;UBE3A;UBQLN2;UBQLN1",6
"1587",5210,"TANK-TRAF2-TRAF3 complex","TRAF2;TRAF3;TANK",3
"1588",5211,"RAF1-PPP2-PIN1 complex","RAF1;PPP2R1A;PPP2CB;PPP2R2A;PIN1",5
"1589",5212,"Kinase maturation complex 2","TBKBP1;HSP90AA1;HSP90AB1;TRAF2;CDC37;TANK;AZI2;TBK1",8
"1590",5213,"Pex26-Pex6-Pex1 complex","PEX1;PEX6;PEX26",3
"1591",5215,"CS-MAP3K7IP1-MAP3K7IP2 complex","CS;TAB1;TAB2",3
"1592",5217,"Calreticulin homo-oligomer complex","CALR",1
"1593",5220,"CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex","CHUK;RELA;IQGAP2;TNIP2;AKAP8L",5
"1594",5222,"p14-Mp1-MEK1 complex","MAP2K1;LAMTOR3;LAMTOR2",3
"1595",5223,"Casein kinase II (beta-dimer, alpha'-dimer)","CSNK2A2;CSNK2B",2
"1596",5224,"Casein kinase II (beta-dimer, alpha, alpha')","CSNK2A2;CSNK2B;CSNK2A1",3
"1597",5225,"Casein kinase II (beta-dimer, alpha-dimer)","CSNK2B;CSNK2A1",2
"1598",5226,"p14-Mp1-ERK2 complex","MAPK1;LAMTOR3;LAMTOR2",3
"1599",5228,"REL-MAP3K8-RELA-TNIP2-PAPOLA complex","MAP3K8;PAPOLA;RELA;REL;TNIP2",5
"1600",5229,"RPA complex","RPA2;RPA1;RPA3",3
"1601",5230,"CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex","NFKBIE;CHUK;SPAG9;NFKB1;NFKBIA;COPB2;NFKB2;RELA;REL;TNIP1;TNIP2;IKBKG",12
"1602",5231,"53BP1-containing complex","XRCC6;XRCC5;RPA2;RPA1;TP53BP1",5
"1603",5232,"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)","DDX3X;CHUK;NFKB1;NFKBIA;MAP3K8;RPS13;RPL30;GTF2I;NFKB2;RELB;RPL6;RELA;REL;NFKBIB;TNIP2;GLG1;IKBKG",17
"1604",5233,"TNF-alpha/NF-kappa B signaling complex 5","IKBKB;CHUK;CD3EAP;POLR1A;NFKB1;MCC;LRPPRC;MTIF2;KPNA2;POLR2H;POLR2L;SKP1;NFKB2;RELA;REL;IQGAP2;CUL1;NFKBIB;PDCD2;POLR1E;POLR1B;RASAL2;FBXW11;POLR1D;IKBKG",25
"1605",5234,"IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex","IKBKB;HSP90AA1;HSP90AB1;CDC37;CCAR2",5
"1606",5235,"WRN-Ku70-Ku80-PARP1 complex","PARP1;XRCC6;XRCC5;WRN",4
"1607",5239,"CAP(C)-CAP(E) complex","SMC2;SMC4",2
"1608",5241,"SMC1-SMC3 complex","SMC1A;SMC3",2
"1609",5243,"XRCC1-LIG3-PNK-TDP1 complex","XRCC1;LIG3;PNKP;TDP1",4
"1610",5244,"Dolichol-phosphate mannose (DPM) synthase","DPM1;DPM2;DPM3",3
"1611",5251,"Ku-ORC complex","ORC4;XRCC6;XRCC5;ORC2;ORC3;ORC6",6
"1612",5253,"MNK1-eIF4F complex","EIF4E;EIF4A1;EIF4G1;MKNK1",4
"1613",5260,"TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex","TCF4;CTNNB1;SUMO1;EP300;HDAC6",5
"1614",5261,"TCF4-CTNNB1-EP300 complex","TCF4;CTNNB1;EP300",3
"1615",5262,"TCF4-CTNNB1 complex","TCF4;CTNNB1",2
"1616",5264,"TCF4-CTNNB1-CREBBP complex","TCF4;CTNNB1;CREBBP",3
"1617",5266,"TNF-alpha/NF-kappa B signaling complex 6","IKBKB;CHUK;HSP90AA1;HSP90AB1;FBL;RPL4;RPS13;RPS11;RPL30;RPL8;RPL6;CDC37;MAP3K14;IKBKG",14
"1618",5267,"VHL-VDU1-TCEB1-TCEB2 complex","VHL;TCEB1;TCEB2;USP33",4
"1619",5268,"TNF-alpha/NF-kappa B signaling complex 7","MAP3K7;HSP90AA1;HSP90AB1;FKBP5;TAB1;CDC37;TAB3;TAB2",8
"1620",5269,"TNF-alpha/NF-kappa B signaling complex 8","HSP90AA1;HSP90AB1;FKBP5;IKBKE;CDC37;KTN1",6
"1621",5270,"VHL-TCEB1-TCEB2 complex","VHL;TCEB1;TCEB2",3
"1622",5273,"VHL-TBP1-HIF1A complex","PSMC3;VHL;HIF1A",3
"1623",5274,"Cell-cell junction complex (ARHGAP10-CTNNA1)","ARHGAP10;CTNNA1",2
"1624",5276,"HIF1A-OS9-EGLN1 complex","OS9;HIF1A;EGLN1",3
"1625",5277,"HIF1A-OS9-EGLN3 complex","OS9;HIF1A;EGLN3",3
"1626",5280,"RAB9-TIP47-MPRI complex","PLIN3;IGF2R;RAB9A",3
"1627",5281,"Cell-cell junction complex (CDH1-CTNNB1)","CDH1;CTNNB1",2
"1628",5282,"CAS-SRC-FAK complex","SRC;BCAR1;PTK2",3
"1629",5283,"tRNA splicing endonuclease","TSEN54;TSEN2;TSEN15;CLP1;TSEN34",5
"1630",5284,"RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)","TSEN54;TSEN2;CLP1",3
"1631",5285,"TNF-alpha/NF-kappa B signaling complex 9","CHUK;HSP90AB1;FKBP5;NFKBIB;CDC37",5
"1632",5286,"TNF-alpha/NF-kappa B signaling complex 10","CHUK;HSP90AA1;HSP90AB1;TXLNA;NFKBIB;CDC37;ATG16L1;CCAR1;TBK1;IKBKG",10
"1633",5287,"CCND1-CDK4 complex","CDK4;CCND1",2
"1634",5288,"P53-BARD1-KU70 complex","TP53;XRCC6;BARD1",3
